ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
746,India,6,Haryana,70,Panchkula,2019,"Agriculture Year (Jul - Jun), 2019",56732,1350,850,10320,0,1040,5900,9011,5230,23031,45671,22640
747,India,6,Haryana,71,Panipat,2011,"Agriculture Year (Jul - Jun), 2011",130340.056740728705552564,2474.826926357691214396,17416.300523985539628936,857.924793858402051780,5022.529712823429061880,1.218530403347008840,1238.869714448190422340,157.000000000000000000,7468.578829359437836672,95702.807709492668327720,191023.291778707502461868,95320.484069214834134148
748,India,6,Haryana,71,Panipat,2012,"Agriculture Year (Jul - Jun), 2012",130340.056740728705552564,2974.780417563670336196,17826.222389211584553560,857.831776270360295380,4874.529712823429061880,1.241784800357447940,1238.939477639221739640,157.000000000000000000,7465.016255737438566552,94944.494926682643551416,189747.912831552865801120,94803.417904870222249704
749,India,6,Haryana,71,Panipat,2013,"Agriculture Year (Jul - Jun), 2013",130340.056740728705552564,2974.702282789715260820,18590.867001096713925412,860.194423006620907940,4874.726910110077585448,1.269690076769974860,1239.060400503676022960,316.000000000000000000,7250.587383728014950848,94232.648649417116924276,188561.888204232503476492,94329.239554815386552216
750,India,6,Haryana,71,Panipat,2014,"Agriculture Year (Jul - Jun), 2014",130340.056740728705552564,1307.970173443275519252,18763.589808684349491340,1130.125650920021126904,4839.727840285958003012,1.288293594378326140,900.873435151712092596,388.000000000000000000,8743.587383728014950848,94264.894154920996042472,162472.375007108331093028,68207.480852187335050556
751,India,6,Haryana,71,Panipat,2015,"Agriculture Year (Jul - Jun), 2015",130340.056740728705552564,1308.012961533774727196,19040.962732036232178740,1037.773236118445107548,4839.632032170274993920,1.133884398229010516,699.962732036232178740,402.131231975303632288,8743.587383728014950848,94266.860546732198772768,168159.320187659937575452,73892.459640927738802684
801,India,6,Haryana,604,Nuh,2011,"Agriculture Year (Jul - Jun), 2011",147650,0,20637,9397,508,0,0,0,0,117108,171736,54628
752,India,6,Haryana,71,Panipat,2016,"Agriculture Year (Jul - Jun), 2016",130340.056740728705552564,1307.954360453308420664,19050.191937121735248748,1026.000000000000000000,4838.774410008529999912,1.455725252853487660,699.962732036232178740,391.880693773102077008,8743.581802672732445464,94280.255079410211694368,184683.562614241033484520,90403.307534830821790152
753,India,6,Haryana,71,Panipat,2017,"Agriculture Year (Jul - Jun), 2017",130111,1307,18749,1026,4831,0,699,611,7837,95051,187061,92010
754,India,6,Haryana,71,Panipat,2018,"Agriculture Year (Jul - Jun), 2018",130111,1307,1026,715,19853,699,4831,619,7822,93239,184619,91380
755,India,6,Haryana,71,Panipat,2019,"Agriculture Year (Jul - Jun), 2019",130111,1307,1026,676,4854,16409,715,718,7723,96683,192048,95365
756,India,6,Haryana,72,Rewari,2011,"Agriculture Year (Jul - Jun), 2011",150678,1859,13823,4370,980,0,3868,0,234,125544,194696,69152
757,India,6,Haryana,72,Rewari,2012,"Agriculture Year (Jul - Jun), 2012",150678,1859,13823,4370,980,0,3312,0,1165,125169,181887,56718
758,India,6,Haryana,72,Rewari,2013,"Agriculture Year (Jul - Jun), 2013",150678,1859,13873,4370,980,0,3312,0,620,125664,190870,65206
759,India,6,Haryana,72,Rewari,2014,"Agriculture Year (Jul - Jun), 2014",150658,1859,13823,4360,980,0,3312,0,620,125704,192492,66788
760,India,6,Haryana,72,Rewari,2015,"Agriculture Year (Jul - Jun), 2015",150678,1859,13873,3312,980,0,0,4370,662,125622,200027,74405
761,India,6,Haryana,72,Rewari,2016,"Agriculture Year (Jul - Jun), 2016",150678,1859,13873,3312,980,0,0,4370,657,125627,198935,73308
762,India,6,Haryana,72,Rewari,2017,"Agriculture Year (Jul - Jun), 2017",150678,1859,13873,4370,980,0,0,3312,657,125627,198423,72796
763,India,6,Haryana,72,Rewari,2018,"Agriculture Year (Jul - Jun), 2018",150678,1859,4370,13873,3312,980,0,0,657,125627,199316,73689
764,India,6,Haryana,72,Rewari,2019,"Agriculture Year (Jul - Jun), 2019",150678,1859,13873,4370,980,0,3312,657,0,125627,207769,82142
765,India,6,Haryana,73,Rohtak,2011,"Agriculture Year (Jul - Jun), 2011",166847,40,3717,4335,3135,0,11266,0,4557,139797,229108,89311
766,India,6,Haryana,73,Rohtak,2012,"Agriculture Year (Jul - Jun), 2012",166847,40,18017,5083,0,0,3717,0,4557,135433,227987,92554
767,India,6,Haryana,73,Rohtak,2013,"Agriculture Year (Jul - Jun), 2013",166847,40,16630,5083,0,0,3717,0,4557,136820,231077,94257
768,India,6,Haryana,73,Rohtak,2014,"Agriculture Year (Jul - Jun), 2014",166847,42,16630,5083,0,0,3717,0,4136,137239,225789,88550
769,India,6,Haryana,73,Rohtak,2015,"Agriculture Year (Jul - Jun), 2015",166847,42,3721,16638,0,0,0,5095,4133,137218,225794,88576
770,India,6,Haryana,73,Rohtak,2016,"Agriculture Year (Jul - Jun), 2016",166847,42,3721,16638,0,0,0,5095,4138,137213,226563,89350
771,India,6,Haryana,73,Rohtak,2017,"Agriculture Year (Jul - Jun), 2017",166847,42,3819,5088,0,0,16642,0,4128,137128,241679,104551
772,India,6,Haryana,73,Rohtak,2018,"Agriculture Year (Jul - Jun), 2018",166847,42,5082,230,3536,40,16634,0,4124,137159,214367,77208
773,India,6,Haryana,73,Rohtak,2019,"Agriculture Year (Jul - Jun), 2019",166847,42,5084,3536,40,0,228,0,4124,153793,226683,72890
774,India,6,Haryana,74,Sirsa,2011,"Agriculture Year (Jul - Jun), 2011",427177,1371,22514,211,0,0,0,0,11070,392011,719589,327578
775,India,6,Haryana,74,Sirsa,2012,"Agriculture Year (Jul - Jun), 2012",427177,1330,22507,211,0,0,0,0,6518,396611,725948,329337
776,India,6,Haryana,74,Sirsa,2013,"Agriculture Year (Jul - Jun), 2013",427177,1308,22708,205,0,0,0,0,12396,390560,719253,328693
777,India,6,Haryana,74,Sirsa,2014,"Agriculture Year (Jul - Jun), 2014",427177,1437,22747,211,0,0,0,0,4249,398533,735247,336714
778,India,6,Haryana,74,Sirsa,2015,"Agriculture Year (Jul - Jun), 2015",427177,1161,0,0,0,0,21776,211,7481,396548,744269,347721
779,India,6,Haryana,74,Sirsa,2016,"Agriculture Year (Jul - Jun), 2016",427177,985,17726,0,0,0,0,4394,13232,390840,727810,336970
780,India,6,Haryana,74,Sirsa,2017,"Agriculture Year (Jul - Jun), 2017",427177,985,17726,0,0,0,0,4394,13232,390840,742810,351970
781,India,6,Haryana,74,Sirsa,2018,"Agriculture Year (Jul - Jun), 2018",427177,733,205,26303,0,0,0,0,10209,389727,742661,352934
782,India,6,Haryana,74,Sirsa,2019,"Agriculture Year (Jul - Jun), 2019",427177,682,205,0,26403,0,0,0,8830,391057,749985,358928
783,India,6,Haryana,75,Sonipat,2011,"Agriculture Year (Jul - Jun), 2011",213081,441,31555,7270,3277,1518,449,0,0,168571,315992,147421
784,India,6,Haryana,75,Sonipat,2012,"Agriculture Year (Jul - Jun), 2012",213081,509,48501,7270,3277,1518,449,0,0,151557,285332,133775
785,India,6,Haryana,75,Sonipat,2013,"Agriculture Year (Jul - Jun), 2013",213081,509,48501,7270,3277,1518,449,0,0,151557,290177,138620
786,India,6,Haryana,75,Sonipat,2014,"Agriculture Year (Jul - Jun), 2014",213081,509,48502,7270,3277,1518,449,0,0,151556,281606,130050
787,India,6,Haryana,75,Sonipat,2015,"Agriculture Year (Jul - Jun), 2015",213081,509,48402,0,3277,1518,448,7270,0,151657,303210,151553
788,India,6,Haryana,75,Sonipat,2016,"Agriculture Year (Jul - Jun), 2016",213081,509,48502,0,3277,1518,449,7270,0,151556,299286,147730
789,India,6,Haryana,75,Sonipat,2017,"Agriculture Year (Jul - Jun), 2017",213081,509,48500,7260,3277,1516,449,0,0,151570,295808,144238
790,India,6,Haryana,75,Sonipat,2018,"Agriculture Year (Jul - Jun), 2018",213081,498,7271,48494,449,1516,3277,0,0,151576,293795,142219
791,India,6,Haryana,75,Sonipat,2019,"Agriculture Year (Jul - Jun), 2019",213081,498,7271,47494,3277,1516,449,0,0,152576,303063,150487
792,India,6,Haryana,76,Yamunanagar,2011,"Agriculture Year (Jul - Jun), 2011",172209,14771,25997,4715,1515,0,221,0,197,124793,212417,87624
793,India,6,Haryana,76,Yamunanagar,2012,"Agriculture Year (Jul - Jun), 2012",172209,13664,29965,2185,1725,0,380,0,130,124160,211330,87170
794,India,6,Haryana,76,Yamunanagar,2013,"Agriculture Year (Jul - Jun), 2013",172209,13664,29916,2185,1725,0,380,0,44,124295,208056,83761
795,India,6,Haryana,76,Yamunanagar,2014,"Agriculture Year (Jul - Jun), 2014",172209,13664,30345,2185,1725,0,0,0,44,124246,210697,86451
796,India,6,Haryana,76,Yamunanagar,2015,"Agriculture Year (Jul - Jun), 2015",172209,13664,30345,0,1725,0,0,2185,22,124268,211849,87581
797,India,6,Haryana,76,Yamunanagar,2016,"Agriculture Year (Jul - Jun), 2016",172209,13664,45195,0,1725,0,0,2190,39,109396,209049,99653
798,India,6,Haryana,76,Yamunanagar,2017,"Agriculture Year (Jul - Jun), 2017",172209,13664,45195,2078,1725,0,0,0,39,109508,210921,101413
799,India,6,Haryana,76,Yamunanagar,2018,"Agriculture Year (Jul - Jun), 2018",172209,13664,2078,29688,1725,13972,0,0,38,111044,214664,103620
800,India,6,Haryana,76,Yamunanagar,2019,"Agriculture Year (Jul - Jun), 2019",172209,13660,2078,29688,1725,13972,0,0,38,111048,216869,105821
802,India,6,Haryana,604,Nuh,2012,"Agriculture Year (Jul - Jun), 2012",147650,0,25067,10142,508,0,0,0,6773,105160,156240,51080
803,India,6,Haryana,604,Nuh,2013,"Agriculture Year (Jul - Jun), 2013",147650,0,10142,25067,508,0,0,0,6773,105160,178198,73038
804,India,6,Haryana,604,Nuh,2014,"Agriculture Year (Jul - Jun), 2014",147650,0,10069,25067,508,0,0,0,381,111625,172537,60912
805,India,6,Haryana,604,Nuh,2015,"Agriculture Year (Jul - Jun), 2015",147650,0,10142,0,508,0,0,25067,381,111552,183121,71569
806,India,6,Haryana,604,Nuh,2016,"Agriculture Year (Jul - Jun), 2016",147650,0,10142,0,508,0,0,25067,8482,103451,184260,80809
807,India,6,Haryana,604,Nuh,2017,"Agriculture Year (Jul - Jun), 2017",147650,0,9610,0,508,0,0,25067,2661,109804,185301,75497
808,India,6,Haryana,604,Nuh,2018,"Agriculture Year (Jul - Jun), 2018",149065,0,25067,0,1415,508,0,0,2661,119414,188118,68704
809,India,6,Haryana,604,Nuh,2019,"Agriculture Year (Jul - Jun), 2019",147650,0,25067,9650,508,0,0,0,2146,110279,182766,72487
810,India,6,Haryana,619,Palwal,2011,"Agriculture Year (Jul - Jun), 2011",135933,2843,12180,5145,1415,0,0,0,5372,108978,196173,87195
811,India,6,Haryana,619,Palwal,2012,"Agriculture Year (Jul - Jun), 2012",135933,2843,12263,5145,1415,0,0,0,9386,104881,189878,84997
812,India,6,Haryana,619,Palwal,2013,"Agriculture Year (Jul - Jun), 2013",135933,2843,12263,5145,1415,0,0,0,6618,107649,193590,85941
813,India,6,Haryana,619,Palwal,2014,"Agriculture Year (Jul - Jun), 2014",135933,2843,12263,5145,1415,0,0,0,6673,107594,199639,92045
814,India,6,Haryana,619,Palwal,2015,"Agriculture Year (Jul - Jun), 2015",135933,2843,12263,0,1415,0,0,5145,9852,104415,195798,91383
815,India,6,Haryana,619,Palwal,2016,"Agriculture Year (Jul - Jun), 2016",135933,2843,12263,0,1415,0,0,5145,13125,101142,195718,94576
816,India,6,Haryana,619,Palwal,2017,"Agriculture Year (Jul - Jun), 2017",135933,2843,12263,0,1415,0,0,5145,13125,101142,193231,92089
817,India,6,Haryana,619,Palwal,2018,"Agriculture Year (Jul - Jun), 2018",134518,2843,5145,12263,0,0,0,0,13125,101142,195741,94599
818,India,6,Haryana,619,Palwal,2019,"Agriculture Year (Jul - Jun), 2019",135933,2843,5145,9000,1415,0,0,0,13125,104405,205113,100708
819,India,6,Haryana,701,Charki Dadri,2011,"Agriculture Year (Jul - Jun), 2011",137094.930048863222592,779.858765487277904,8016.818525426431958,6015.338098594279150,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13368.923263039838812,108913.991396315394768,217936.656465011758398,109022.665068696363630
820,India,6,Haryana,701,Charki Dadri,2012,"Agriculture Year (Jul - Jun), 2012",137094.930048863222592,599.914012574616726,8016.818525426431958,6015.338098594279150,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4694.761548577302518,117768.097863690592240,209266.617870910559676,91498.520007219967436
821,India,6,Haryana,701,Charki Dadri,2013,"Agriculture Year (Jul - Jun), 2013",137094.930048863222592,599.914012574616726,8063.350883790098842,6156.702225268710190,0.000000000000000,1064.648579016808770,0.000000000000000,0.000000000000000,3555.896803056417452,117654.417545156570612,217997.325236042868386,100342.907690886297774
822,India,6,Haryana,701,Charki Dadri,2014,"Agriculture Year (Jul - Jun), 2014",137094.930048863222592,599.914012574616726,8063.350883790098842,6156.702225268710190,0.000000000000000,1064.648579016808770,0.000000000000000,0.000000000000000,3555.896803056417452,117654.417545156570612,233878.406833526242138,116223.989288369671526
823,India,6,Haryana,701,Charki Dadri,2015,"Agriculture Year (Jul - Jun), 2015",137094.930048863222592,599.914012574616726,8063.350883790098842,6156.702225268710190,0.000000000000000,1064.648579016808770,0.000000000000000,0.000000000000000,3555.896803056417452,117654.417545156570612,218274.457826044200904,100620.040280887630292
824,India,6,Haryana,701,Charki Dadri,2016,"Agriculture Year (Jul - Jun), 2016",137094.930048863222592,599.914012574616726,8063.350883790098842,6156.702225268710190,0.000000000000000,1064.648579016808770,0.000000000000000,0.000000000000000,3555.896803056417452,117654.417545156570612,218976.860830457780134,101322.443285301209522
825,India,6,Haryana,701,Charki Dadri,2017,"Agriculture Year (Jul - Jun), 2017",137082,0,13150,4138,0,0,0,0,0,119794,223660,103866
826,India,6,Haryana,701,Charki Dadri,2018,"Agriculture Year (Jul - Jun), 2018",137082,0,4138,3577,4522,0,0,4028,8302,112515,221465,108950
827,India,6,Haryana,701,Charki Dadri,2019,"Agriculture Year (Jul - Jun), 2019",137082,0,4138,4322,3377,0,0,4561,8780,111904,223065,111161
828,India,7,Delhi,79,New Delhi,2011,"Agriculture Year (Jul - Jun), 2011",147488,1477,75485,17708,61,1177,9893,8064,11734,21889,39862,17973
829,India,8,Rajasthan,86,Ajmer,2011,"Agriculture Year (Jul - Jun), 2011",843048,57516,53864,82667,78623,257,71754,31683,17635,449049,640144,191095
830,India,8,Rajasthan,86,Ajmer,2012,"Agriculture Year (Jul - Jun), 2012",843048,57729,53864,82667,78410,350,68196,29714,17841,454277,664060,209783
831,India,8,Rajasthan,86,Ajmer,2013,"Agriculture Year (Jul - Jun), 2013",842994,57792,53794,82885,78310,522,66721,28721,16276,457973,753794,295821
832,India,8,Rajasthan,86,Ajmer,2014,"Agriculture Year (Jul - Jun), 2014",842994,57792,53695,82885,78310,352,69435,29921,26414,444190,645563,201373
833,India,8,Rajasthan,86,Ajmer,2015,"Agriculture Year (Jul - Jun), 2015",842994,57792,53654,82956,78364,323,65404,33668,30129,440704,559425,118721
834,India,8,Rajasthan,86,Ajmer,2016,"Agriculture Year (Jul - Jun), 2016",842994,57792,53654,82956,78364,298,64401,33492,21746,450291,717927,267636
835,India,8,Rajasthan,86,Ajmer,2017,"Agriculture Year (Jul - Jun), 2017",842994,57792,53563,83019,78518,977,67343,35863,27218,438701,583255,144554
836,India,8,Rajasthan,86,Ajmer,2018,"Agriculture Year (Jul - Jun), 2018",842994,57792,53563,83019,78518,296,68541,34877,25976,440412,612853,172441
837,India,8,Rajasthan,86,Ajmer,2019,"Agriculture Year (Jul - Jun), 2019",845680,60666,53578,82488,78671,269,63494,31251,18093,457170,768000,310830
838,India,8,Rajasthan,87,Alwar,2011,"Agriculture Year (Jul - Jun), 2011",783281,84093,46978,79127,24002,172,7006,21561,14644,505698,854278,348580
839,India,8,Rajasthan,87,Alwar,2012,"Agriculture Year (Jul - Jun), 2012",783281,84389,47068,78862,23990,194,7290,21937,16024,503527,852893,349366
840,India,8,Rajasthan,87,Alwar,2013,"Agriculture Year (Jul - Jun), 2013",783281,84886,47841,78439,23864,188,7156,22183,16311,502413,866860,364447
841,India,8,Rajasthan,87,Alwar,2014,"Agriculture Year (Jul - Jun), 2014",783281,84899,48390,78404,23818,464,7368,25009,18266,496663,855160,358497
842,India,8,Rajasthan,87,Alwar,2015,"Agriculture Year (Jul - Jun), 2015",783281,84899,49016,78387,23799,201,7483,27228,19726,492542,871844,379302
843,India,8,Rajasthan,87,Alwar,2016,"Agriculture Year (Jul - Jun), 2016",783281,84929,49261,78350,23835,197,7847,29086,17399,492377,870675,378298
844,India,8,Rajasthan,87,Alwar,2017,"Agriculture Year (Jul - Jun), 2017",783281,84941,49375,78416,23828,141,8294,32044,19980,486262,847269,361007
845,India,8,Rajasthan,87,Alwar,2018,"Agriculture Year (Jul - Jun), 2018",783281,85062,49631,78263,23833,141,8069,29349,19799,489134,869432,380298
846,India,8,Rajasthan,87,Alwar,2019,"Agriculture Year (Jul - Jun), 2019",783276,85062,49631,78263,23832,129,7710,26824,19550,492275,880269,387994
847,India,8,Rajasthan,88,Banswara,2011,"Agriculture Year (Jul - Jun), 2011",453587,91250,11017,51572,11509,117,24789,31963,4558,226812,336742,109930
848,India,8,Rajasthan,88,Banswara,2012,"Agriculture Year (Jul - Jun), 2012",453587,91255,11499,51478,11511,121,24240,30493,4984,228006,340069,112063
849,India,8,Rajasthan,88,Banswara,2013,"Agriculture Year (Jul - Jun), 2013",453587,91255,11336,51762,11431,132,24754,31130,3414,228373,345438,117065
850,India,8,Rajasthan,88,Banswara,2014,"Agriculture Year (Jul - Jun), 2014",453587,91269,11423,51695,11556,180,26273,30203,4067,226921,343518,116597
851,India,8,Rajasthan,88,Banswara,2015,"Agriculture Year (Jul - Jun), 2015",453587,91269,11294,51659,11546,183,25055,31545,3545,227491,340409,112918
852,India,8,Rajasthan,88,Banswara,2016,"Agriculture Year (Jul - Jun), 2016",453587,91294,11332,51003,11414,415,24436,31166,3868,228659,343121,114462
853,India,8,Rajasthan,88,Banswara,2017,"Agriculture Year (Jul - Jun), 2017",453589,91299,11338,51045,11365,393,24334,32234,3961,227620,341742,114122
854,India,8,Rajasthan,88,Banswara,2018,"Agriculture Year (Jul - Jun), 2018",453657,91250,11957,50840,11101,542,24139,29013,4536,230279,359569,129290
855,India,8,Rajasthan,88,Banswara,2019,"Agriculture Year (Jul - Jun), 2019",453566,91554,13847,48665,11136,707,23644,26507,3980,233526,373099,139573
856,India,8,Rajasthan,89,Baran,2011,"Agriculture Year (Jul - Jun), 2011",699461,216527,30127,36632,34953,204,14173,14338,10209,342298,593234,250936
857,India,8,Rajasthan,89,Baran,2012,"Agriculture Year (Jul - Jun), 2012",699461,216618,27879,37404,34751,185,14066,15599,7567,345392,628788,283396
858,India,8,Rajasthan,89,Baran,2013,"Agriculture Year (Jul - Jun), 2013",699461,215308,27646,36325,33544,184,13031,12697,7718,353008,659039,306031
859,India,8,Rajasthan,89,Baran,2014,"Agriculture Year (Jul - Jun), 2014",699461,217806,28159,36445,34254,196,12570,14538,9182,346311,493597,147286
860,India,8,Rajasthan,89,Baran,2015,"Agriculture Year (Jul - Jun), 2015",699461,217928,28171,36649,33767,183,12048,13586,7986,349143,662661,313518
861,India,8,Rajasthan,89,Baran,2016,"Agriculture Year (Jul - Jun), 2016",699461,217895,28671,36274,33918,232,12117,13314,9055,347985,663288,315303
862,India,8,Rajasthan,89,Baran,2017,"Agriculture Year (Jul - Jun), 2017",699461,218004,28461,36285,33916,234,11554,14193,11224,345590,647030,301440
863,India,8,Rajasthan,89,Baran,2018,"Agriculture Year (Jul - Jun), 2018",699461,218353,28292,35758,33674,208,11631,13578,10491,347476,660286,312810
864,India,8,Rajasthan,89,Baran,2019,"Agriculture Year (Jul - Jun), 2019",699461,218239,29720,35845,33423,203,11038,13984,9610,347399,670106,322707
865,India,8,Rajasthan,90,Barmer,2011,"Agriculture Year (Jul - Jun), 2011",2817332,32034,74790,123558,203552,59,176594,265068,232761,1708916,1867562,158646
866,India,8,Rajasthan,90,Barmer,2012,"Agriculture Year (Jul - Jun), 2012",2817332,32466,75036,123186,203654,75,207040,333829,350309,1491737,1646001,154264
867,India,8,Rajasthan,90,Barmer,2013,"Agriculture Year (Jul - Jun), 2013",2817332,33305,76142,123107,203060,114,193992,270733,204625,1712254,1897017,184763
868,India,8,Rajasthan,90,Barmer,2014,"Agriculture Year (Jul - Jun), 2014",2817332,33374,80737,123859,203159,797,220842,343738,377611,1433215,1604199,170984
869,India,8,Rajasthan,90,Barmer,2015,"Agriculture Year (Jul - Jun), 2015",2817332,33374,80402,123981,203299,1037,190690,320233,216716,1647600,1846104,198504
870,India,8,Rajasthan,90,Barmer,2016,"Agriculture Year (Jul - Jun), 2016",2817424,33329,80295,124491,202972,1140,176043,318495,209618,1671041,1893136,222095
871,India,8,Rajasthan,90,Barmer,2017,"Agriculture Year (Jul - Jun), 2017",2817424,33392,80429,123417,202986,1537,194276,294094,212914,1674379,1909391,235012
872,India,8,Rajasthan,90,Barmer,2018,"Agriculture Year (Jul - Jun), 2018",2817433,33475,81471,123662,203532,2991,186835,329553,243980,1611934,1853493,241559
873,India,8,Rajasthan,90,Barmer,2019,"Agriculture Year (Jul - Jun), 2019",2817432,33375,81749,123647,203515,4931,188797,310948,239481,1630989,1916447,285458
874,India,8,Rajasthan,91,Bharatpur,2011,"Agriculture Year (Jul - Jun), 2011",506731,33645,30003,21518,7607,219,2827,8694,5905,396313,591259,194946
875,India,8,Rajasthan,91,Bharatpur,2012,"Agriculture Year (Jul - Jun), 2012",506731,33645,30001,21518,7595,222,2629,9040,5727,396354,587087,190733
876,India,8,Rajasthan,91,Bharatpur,2013,"Agriculture Year (Jul - Jun), 2013",506731,33645,30116,21518,7555,199,2635,8634,6422,396007,603492,207485
877,India,8,Rajasthan,91,Bharatpur,2014,"Agriculture Year (Jul - Jun), 2014",506731,33645,30134,21518,7543,199,2717,9095,8551,393329,598696,205367
878,India,8,Rajasthan,91,Bharatpur,2015,"Agriculture Year (Jul - Jun), 2015",506731,33645,30135,21518,7540,150,2567,10223,7070,393883,616849,222966
879,India,8,Rajasthan,91,Bharatpur,2016,"Agriculture Year (Jul - Jun), 2016",506731,33645,30135,21518,7540,104,2541,11135,7567,392546,606309,213763
880,India,8,Rajasthan,91,Bharatpur,2017,"Agriculture Year (Jul - Jun), 2017",506706,33645,30130,21518,7541,111,2506,11354,9036,390865,597146,206281
881,India,8,Rajasthan,91,Bharatpur,2018,"Agriculture Year (Jul - Jun), 2018",506750,33724,30151,20590,7762,93,2513,11214,8233,392470,605666,213196
882,India,8,Rajasthan,91,Bharatpur,2019,"Agriculture Year (Jul - Jun), 2019",506750,39649,30708,13973,8237,81,2495,10353,7082,394172,613013,218841
883,India,8,Rajasthan,92,Bhilwara,2011,"Agriculture Year (Jul - Jun), 2011",1050885,75597,68145,143744,120865,102,119593,55279,41527,426033,624252,198219
884,India,8,Rajasthan,92,Bhilwara,2012,"Agriculture Year (Jul - Jun), 2012",1050885,75752,68238,143358,120948,143,117414,58406,37961,428665,643029,214364
885,India,8,Rajasthan,92,Bhilwara,2013,"Agriculture Year (Jul - Jun), 2013",1050885,75742,68544,143258,120963,106,115093,57542,35013,434624,679893,245269
886,India,8,Rajasthan,92,Bhilwara,2014,"Agriculture Year (Jul - Jun), 2014",1050885,75660,68972,143830,119998,153,118614,62802,40688,420168,639120,218952
887,India,8,Rajasthan,92,Bhilwara,2015,"Agriculture Year (Jul - Jun), 2015",1050885,75427,68678,143402,120930,84,112081,56308,38074,435901,600440,164539
888,India,8,Rajasthan,92,Bhilwara,2016,"Agriculture Year (Jul - Jun), 2016",1050885,75499,68702,143264,120939,62,111192,54072,33843,443312,677438,234126
889,India,8,Rajasthan,92,Bhilwara,2017,"Agriculture Year (Jul - Jun), 2017",1050885,75500,68658,143233,120987,62,111670,61714,43065,425996,610934,184938
890,India,8,Rajasthan,92,Bhilwara,2018,"Agriculture Year (Jul - Jun), 2018",1050865,75510,69079,143268,120719,70,114301,63342,42985,421591,612391,190800
891,India,8,Rajasthan,92,Bhilwara,2019,"Agriculture Year (Jul - Jun), 2019",1050865,75512,68992,143132,120853,56,109390,56996,37469,438465,713437,274972
892,India,8,Rajasthan,93,Bikaner,2011,"Agriculture Year (Jul - Jun), 2011",3041756,94166,300180,14,50608,3416,660493,177153,126749,1628977,1884223,255246
893,India,8,Rajasthan,93,Bikaner,2012,"Agriculture Year (Jul - Jun), 2012",3041753,94196,272516,27605,50831,3426,663914,179754,207055,1542456,1807405,264949
894,India,8,Rajasthan,93,Bikaner,2013,"Agriculture Year (Jul - Jun), 2013",3041753,94650,271967,27605,50840,3481,612437,156980,142315,1681478,2017102,335624
895,India,8,Rajasthan,93,Bikaner,2014,"Agriculture Year (Jul - Jun), 2014",3041753,94650,272941,27358,50608,51,641905,178458,189652,1586130,1928363,342233
896,India,8,Rajasthan,93,Bikaner,2015,"Agriculture Year (Jul - Jun), 2015",3041753,103765,274186,20527,49392,35,585567,188998,166925,1652358,2050904,398546
897,India,8,Rajasthan,93,Bikaner,2016,"Agriculture Year (Jul - Jun), 2016",3041753,103780,274805,20618,49411,30,584373,196851,176048,1635837,2026119,390282
898,India,8,Rajasthan,93,Bikaner,2017,"Agriculture Year (Jul - Jun), 2017",3041753,104280,277384,17391,49941,239,564635,222046,248489,1557348,1967142,409794
899,India,8,Rajasthan,93,Bikaner,2018,"Agriculture Year (Jul - Jun), 2018",3041753,104280,277831,17324,49837,256,548521,246791,213782,1583131,2049347,466216
900,India,8,Rajasthan,93,Bikaner,2019,"Agriculture Year (Jul - Jun), 2019",3041753,104912,278668,16315,49852,1133,522015,286385,208875,1573598,2168688,595090
901,India,8,Rajasthan,94,Bundi,2011,"Agriculture Year (Jul - Jun), 2011",581938,143637,39993,48814,24635,196,27932,23175,10887,262669,461365,198696
902,India,8,Rajasthan,94,Bundi,2012,"Agriculture Year (Jul - Jun), 2012",581938,144009,39832,48727,24691,167,27237,24526,10549,262200,464266,202066
903,India,8,Rajasthan,94,Bundi,2013,"Agriculture Year (Jul - Jun), 2013",581938,143664,40833,47620,24489,166,27449,23566,9647,264504,456516,192012
904,India,8,Rajasthan,94,Bundi,2014,"Agriculture Year (Jul - Jun), 2014",581938,141701,41243,49314,24509,172,27228,24025,8539,265207,467959,202752
905,India,8,Rajasthan,94,Bundi,2015,"Agriculture Year (Jul - Jun), 2015",581938,142289,41962,47647,24268,164,27116,24190,8618,265684,481996,216312
906,India,8,Rajasthan,94,Bundi,2016,"Agriculture Year (Jul - Jun), 2016",581938,142336,41425,47822,23621,141,25350,25324,7992,267927,495946,228019
907,India,8,Rajasthan,94,Bundi,2017,"Agriculture Year (Jul - Jun), 2017",581938,142949,41209,46790,23664,161,25755,25004,10006,266400,482464,216064
908,India,8,Rajasthan,94,Bundi,2018,"Agriculture Year (Jul - Jun), 2018",581938,143359,41366,46469,23662,116,24952,25498,11238,265278,492034,226756
909,India,8,Rajasthan,94,Bundi,2019,"Agriculture Year (Jul - Jun), 2019",581938,141386,41254,48164,23419,265,25670,25581,9275,266924,502098,235174
910,India,8,Rajasthan,95,Chittorgarh,2011,"Agriculture Year (Jul - Jun), 2011",750761,120267,39487,76258,74146,609,95039,19741,13309,311905,505438,193533
